,projectname,classification,commenttext,label,code,yes_vote,no_vote
2536,argouml,WITHOUT_CLASSIFICATION,// strip any trailing semi-colons,no,undetermined,0,9
2537,argouml,WITHOUT_CLASSIFICATION,"//fireTreeNodesChanged(this, path, childIndices, children);",no,undetermined,0,9
2538,argouml,WITHOUT_CLASSIFICATION,// else nothing changed,no,undetermined,0,9
2539,argouml,WITHOUT_CLASSIFICATION,"/*
         * If requested height equals needed height then do nothing; it fits
         * exactly.
         */",no,undetermined,0,9
2540,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.MouseListener#mouseClicked(java.awt.event.MouseEvent)
     */",no,undetermined,0,9
2541,argouml,WITHOUT_CLASSIFICATION,// added by Eric Lefevre 13 Mar 1999: we must check if the // FigText for attributes is drawn before drawing things // over it,no,undetermined,0,9
2542,argouml,WITHOUT_CLASSIFICATION,// Thin bar to show current allocated heap size,no,undetermined,1,8
2543,argouml,TEST,// TODO: No test coverage for this or createPropPanel? - tfm,yes,undetermined,7,2
2544,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.MetaTypes#getAbstraction()
     */",no,undetermined,0,9
2545,argouml,WITHOUT_CLASSIFICATION,// Actor,no,undetermined,0,9
2546,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$,no,undetermined,0,9
2547,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no,undetermined,0,9
2548,argouml,WITHOUT_CLASSIFICATION,// A binary association is not a node so reject.,no,undetermined,0,9
2549,argouml,WITHOUT_CLASSIFICATION,// abstractions are represented in the Inheritance Node.,no,undetermined,1,8
2550,argouml,DESIGN,"/**
 * The DecisionModel is part of the state of the Designer.  It
 * describes what types of decisions, or design issues, the Designer
 * is thinking about at the current time.  Critics that are relevant to
 * those decisions are made active, Critics that are not relevant are
 * made inactive.
 *
 * TODO: There is some notion that each decision has a
 * certain importanance at a certain time, but I have not followed
 * through on that because I don't have good examples of how to
 * quantify the importance of a decision.
 *
 * TODO: Right now the individual decisions are just
 * Strings, maybe they should have some non-atomic structure?
 *
 * @author Jason Robbins
 */",yes,undetermined,9,0
2551,argouml,WITHOUT_CLASSIFICATION,"//JTabbedPane tabs = new JTabbedPane(); //mainPanel.add(tabs, BorderLayout.CENTER); //tabs.addTab(""All Diagrams"", allDiagrams);",no,undetermined,0,9
2552,argouml,DESIGN,// TODO: We need to rethrow this as some other exception // type but that is too much change for the moment.,yes,undetermined,8,1
2553,argouml,WITHOUT_CLASSIFICATION,//TODO: initial value,no,undetermined,9,0
2554,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",no,undetermined,0,9
2555,argouml,DESIGN,//TODO: should fire its own event and ProjectBrowser //should register a listener,yes,undetermined,9,0
2556,argouml,WITHOUT_CLASSIFICATION,// we tried to remove a value,no,undetermined,0,9
2557,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#buildModelList()
     */",no,undetermined,0,9
2558,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(Object)
     */",no,undetermined,0,9
2559,argouml,WITHOUT_CLASSIFICATION,"// too bad, we choose to take the first value",no,undetermined,0,9
2560,argouml,WITHOUT_CLASSIFICATION,// We don't care about the value - just want to see if it throws,no,undetermined,0,9
2561,argouml,WITHOUT_CLASSIFICATION,// Clear target so that multiple copies have no effect  // (other than inefficiency),no,undetermined,0,9
2562,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.Component#getLocale()
     */",no,undetermined,0,9
2563,argouml,IMPLEMENTATION,// TODO: Convert this to some sensible logging,yes,undetermined,7,2
2564,argouml,WITHOUT_CLASSIFICATION,"// Process the listeners last to first, notifying // those that are interested in this event",no,undetermined,0,9
2565,argouml,WITHOUT_CLASSIFICATION,// adding project files icon,no,undetermined,0,9
2566,argouml,DESIGN,"/* TODO: Without this, we fail to draw e.g. a Class.
                 * But is this a good solution? 
                 * Why is the Layer not set in the constructor? */",yes,undetermined,8,1
2567,argouml,WITHOUT_CLASSIFICATION,"/* The EnumerationLiteral uses a dedicated notation that supports 
         * parsing ""name1;name2;name3"" and stereotypes. 
         * Also supports deleting a literal by erasing text. */",no,undetermined,0,9
2568,argouml,DESIGN,"// Don't allow connections to be created from a read only // model element to any other // TODO: This should be considered a workaround.  It only works // because, by default, we place newly created relationships in // the namespace of the fromElement.  The correct behavior in // the presence of read-only elements really depends on the type of // connection as well as the writeability of both ends.",yes,undetermined,8,1
2569,argouml,WITHOUT_CLASSIFICATION,"// an error that can be corrected by the user, so no stack // trace, but instead an explanation and a hint how to fix",no,undetermined,1,8
2570,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.Poster#getSupportedGoals()
     */",no,undetermined,0,9
2571,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.MouseMotionListener#mouseDragged(java.awt.event.MouseEvent)
     */",no,undetermined,0,9
2572,argouml,WITHOUT_CLASSIFICATION,// makes sure we can select 'none',no,undetermined,0,9
2573,argouml,WITHOUT_CLASSIFICATION,// TODO: isStatic in UML 2.x,no,undetermined,6,3
2574,argouml,DESIGN,// TODO: Can this be made more restrictive? // Do we care about any attributes other than name? - tfm,yes,undetermined,8,1
2575,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.Poster#expand(java.lang.String, ListSet)
     */",no,undetermined,0,9
2576,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getCommonBehaviorHelper()
     */",no,undetermined,0,9
2577,argouml,DESIGN,// TODO: This has different semantics than everything else,yes,undetermined,8,1
2578,argouml,WITHOUT_CLASSIFICATION,//ok,no,undetermined,0,9
2579,argouml,WITHOUT_CLASSIFICATION,// Load project at slightly lower priority to keep UI responsive,no,undetermined,0,9
2580,argouml,DESIGN,"/**
 * This is the ""main"" class for the GUI subsystem.<p>
 *
 * Users of the GUI subsystem, i.e. components that are to place themselves
 * in any of the GUI components, register themselves in this class.<p>
 *
 * TODO: Add the rest of the registers to this.
 *
 * @author Linus Tolke
 * @since 0.21.3
 */",yes,undetermined,7,2
2581,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setLineWidth(int)
     */",no,undetermined,0,9
2582,argouml,WITHOUT_CLASSIFICATION,"/* The selected value may be """" to 
             * clear the represented classifier. */",no,undetermined,0,9
2583,argouml,WITHOUT_CLASSIFICATION,// and parse the parameter list,no,undetermined,0,9
2584,argouml,DESIGN,"// TODO: The following handling of multiselection is just a local // solution for the fill color, better find a more general solution: // (I don't know if it's undoable this way - thn)",yes,undetermined,7,2
2585,argouml,WITHOUT_CLASSIFICATION,/* First we decode the string: */,no,undetermined,0,9
2586,argouml,WITHOUT_CLASSIFICATION,// Get the first existing FigNode and if it exists set the // y position and height of _pers to be the same as it.,no,undetermined,0,9
2587,argouml,WITHOUT_CLASSIFICATION,"// We found the classifier, now go find the operation:",no,undetermined,0,9
2588,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.state.ui.FigState#getInitialHeight()
     */",no,undetermined,0,9
2589,argouml,DESIGN,// TODO: Taken from FigClassifierBoxWithAttribute to handle events // on an attribute. All this event handling should eventually be moved // to the compartment Fig for attributes,yes,undetermined,8,1
2590,argouml,IMPLEMENTATION,// not needed,yes,undetermined,2,7
2591,argouml,DESIGN,"/**
     * Return the key (tag) of some tagged value.
     *
     * TODO: This does exactly the same as getTag(Object). Remove one of them.
     *
     * @param handle The tagged value.
     * @return The found value as String.
     */",yes,undetermined,8,1
2592,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#getChildCount(java.lang.Object)
     */",no,undetermined,0,9
2593,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no,undetermined,0,9
2594,argouml,IMPLEMENTATION,// not needed,yes,undetermined,2,7
2595,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.Component#setVisible(boolean)
     */",no,undetermined,0,9
2596,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see GUISettingsTabInterface#handleSettingsTabRefresh()
     */",no,undetermined,0,9
2597,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.event.DocumentListener#changedUpdate(javax.swing.event.DocumentEvent)
     */",no,undetermined,0,9
2598,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.DirectionKind#getInOutParameter()
     */",no,undetermined,0,9
2599,argouml,WITHOUT_CLASSIFICATION,// will always be null,no,undetermined,0,9
2600,argouml,WITHOUT_CLASSIFICATION,// This pair of params where the same. Lets check the next pair.,no,undetermined,0,9
2601,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetAdded(
     *      TargetEvent)
     */",no,undetermined,0,9
2602,argouml,DESIGN,// TODO: This creates a dependency on the Critics subsystem. // Instead that subsystem should register its desired menus and actions.,yes,undetermined,9,0
2603,argouml,IMPLEMENTATION,// TODO: for UML 2.x this is isStatic,yes,undetermined,7,2
2604,argouml,WITHOUT_CLASSIFICATION,//        assertNotNull(actionSupplier.getValue(Action.SMALL_ICON));,no,undetermined,0,9
2605,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLPlainTextDocument#setProperty(java.lang.String)
     */",no,undetermined,0,9
2606,argouml,TEST,"/**
     * TODO: Rewrite this test using reflection against Uml class.
     * 
     * This code has been commented out since September 2003
     */",yes,undetermined,7,2
2607,argouml,IMPLEMENTATION,/* TODO: Can we put the static block within the init()? */,yes,undetermined,9,0
2608,argouml,WITHOUT_CLASSIFICATION,// necessary to create distance between // the textfield and the icon.,no,undetermined,0,9
2609,argouml,WITHOUT_CLASSIFICATION,// setting the tooltip to type and name,no,undetermined,0,9
2610,argouml,WITHOUT_CLASSIFICATION,/* Do nothing by default. */,no,undetermined,0,9
2611,argouml,WITHOUT_CLASSIFICATION,/*implements CommandStack*/,no,undetermined,0,9
2612,argouml,WITHOUT_CLASSIFICATION,// when(...),no,undetermined,0,9
2613,argouml,WITHOUT_CLASSIFICATION,// First get the collection of ElementResidence,no,undetermined,0,9
2614,argouml,DEFECT,"/* Disabled since it gives various problems: e.g. the toolbar icons
         * get too wide. Also the default does not give the new java 5.0 looks.
        Component tree = ProjectBrowser.getInstance();
        SwingUtilities.updateComponentTreeUI(SwingUtilities.getRootPane(tree));
        */",yes,undetermined,0,9
2615,argouml,DESIGN,// TODO: End up with multiple models here,yes,undetermined,9,0
2616,argouml,IMPLEMENTATION,"/**
 * This class provides a text field that can be used to display
 * the text of all Comments associated with an annotated ModelElement.
 *
 * TODO: This could use more work.  Currently it returns all
 * Comment.name or Comment.body attributes concatenated together
 * into a single read-only document.
 *
 * @since 1 Nov 2005
 * @author Tom Morris (tfmorris@gmail.com)
 */",yes,undetermined,8,1
2617,argouml,WITHOUT_CLASSIFICATION,"// we don't want to show some nasty gray background // color, now do we?",no,undetermined,0,9
2618,argouml,WITHOUT_CLASSIFICATION,"// Parse the boundary box text. Null is // returned if it is empty or // invalid, which causes no change. Otherwise we tell // GEF we are making // a change, make the change and tell GEF we've // finished.",no,undetermined,0,9
2619,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.application.events.ArgoNotationEventListener#notationProviderRemoved(org.argouml.application.events.ArgoNotationEvent)
     */",no,undetermined,0,9
2620,argouml,WITHOUT_CLASSIFICATION,// there is nothing to do in UML1.4,no,undetermined,0,9
2621,argouml,WITHOUT_CLASSIFICATION,// Avoid our initialization here,no,undetermined,0,9
2622,argouml,WITHOUT_CLASSIFICATION,// Connect to the repository,no,undetermined,0,9
2623,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getRuleName()
     */",no,undetermined,0,9
2624,argouml,DESIGN,"// TODO: It's probably worthwhile to abstract and factor // this chooser and directory stuff. More file handling is // coming, I'm sure.",yes,undetermined,8,1
2625,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(ActionEvent)
     */",no,undetermined,0,9
2626,argouml,WITHOUT_CLASSIFICATION,//$NON-NLS-1$ //$NON-NLS-1$,no,undetermined,0,9
2627,argouml,WITHOUT_CLASSIFICATION,/* || model == null */,no,undetermined,0,9
2628,argouml,WITHOUT_CLASSIFICATION,// set the priority to a different value,no,undetermined,0,9
2629,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.base.Command#execute()
     */",no,undetermined,0,9
2630,argouml,WITHOUT_CLASSIFICATION,// do nothing,no,undetermined,0,9
2631,argouml,WITHOUT_CLASSIFICATION,// Start is a composite aggregation of end,no,undetermined,0,9
2632,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",no,undetermined,0,9
2633,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#buildModelList()
     */",no,undetermined,0,9
2634,argouml,WITHOUT_CLASSIFICATION,// set the lastModified value,no,undetermined,0,9
2635,argouml,WITHOUT_CLASSIFICATION,"// if the y coordinate is before the classifier role y, // we place the start in the corner of the fighead.",no,undetermined,0,9
2636,argouml,WITHOUT_CLASSIFICATION,// Defer all work until we're actually needed,no,undetermined,0,9
2637,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#removeFromDiagram()
     */",no,undetermined,0,9
2638,argouml,WITHOUT_CLASSIFICATION,/* TODO: Should there really be () here? */,no,undetermined,9,0
2639,argouml,IMPLEMENTATION,// TODO: Why is this disabled always?,yes,undetermined,8,1
2640,argouml,WITHOUT_CLASSIFICATION,// necessary to create distance between // the textfield and the icon.,no,undetermined,0,9
2641,argouml,DESIGN,"/**
 * Defines the methods to generate source code from the model. Each class
 * providing code generation functionality must implement this to be recognized
 * by ArgoUML as a code generator.
 * <p>
 * TODO: A GUI-independent mechanism to pass settings to the code generator is
 * needed similar to what we have for reverse engineering.  See
 * {@link org.argouml.uml.reveng.ImportInterface#getImportSettings()} and
 * {@link org.argouml.uml.reveng.SettingsTypes}
 * 
 * @since 0.20 when it replaced the FileGenerator interface.
 */",yes,undetermined,7,2
2642,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#getWizardClass(org.argouml.cognitive.ToDoItem)
     */",no,undetermined,0,9
2643,argouml,WITHOUT_CLASSIFICATION,"/**
 * Action to save a diagram as a GIF image in a supplied OutputStream.
 *
 * TODO: This requires Java 6 in its current state, so don't use.
 *
 * @author Tom Morris <tfmorris@gmail.com>
 */",no,undetermined,7,2
2644,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#addSupportedGoal(org.argouml.cognitive.Goal)
     */",no,undetermined,0,9
2645,argouml,WITHOUT_CLASSIFICATION,// both have the same settings,no,undetermined,0,9
2646,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see junit.framework.TestCase#setUp()
     */",no,undetermined,0,9
2647,argouml,DESIGN,// TODO: this shouldn't be hardcoded // 20 is the height of the spline // 50 is the default activation height,yes,undetermined,8,1
2648,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setFilled(boolean)
     */",no,undetermined,0,9
2649,argouml,WITHOUT_CLASSIFICATION,//super(new LabelledLayout());,no,undetermined,1,8
2650,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.targetmanager.TargetListener#targetAdded(org.argouml.ui.targetmanager.TargetEvent)
     */",no,undetermined,0,9
2651,argouml,DESIGN,"// Hack: don't show first column, where the model element object is // placed.",yes,undetermined,8,1
2652,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getChildren(java.lang.Object)
     */",no,undetermined,0,9
2653,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.ToDoListListener#toDoListChanged(org.argouml.cognitive.ToDoListEvent)
     */",no,undetermined,0,9
2654,argouml,WITHOUT_CLASSIFICATION,// otherwise add the diagram at the start,no,undetermined,1,8
2655,argouml,DESIGN,"/**
     * Create an empty but initialized instance of a UML Binding.
     *
     * @return an initialized UML Binding instance.
     * TODO: This needs an extra parameter to specify the model/extent where
     * the new element should be created.
     */",yes,undetermined,9,0
2656,argouml,WITHOUT_CLASSIFICATION,// give priority to standard documentation tag,no,undetermined,0,9
2657,argouml,WITHOUT_CLASSIFICATION,// This is an expensive method that we should ensure is called // rarely. Hence info level to track easily.,no,undetermined,3,6
2658,argouml,WITHOUT_CLASSIFICATION,"// The following will bring up a dialog box, so can't be run headless //        actionSupplier.actionPerformed(new ActionEvent(this, 0, ""foo""));",no,undetermined,0,9
2659,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#getCriticizedDesignMaterials()
     */",no,undetermined,0,9
2660,argouml,WITHOUT_CLASSIFICATION,/*(MAssociationEnd)*/,no,undetermined,0,9
2661,argouml,WITHOUT_CLASSIFICATION,// The node's been placed on the diagram,no,undetermined,0,9
2662,argouml,WITHOUT_CLASSIFICATION,// 4. Make sure all FigNodes and FigEdges have an owner // The report,no,undetermined,2,7
2663,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#valueForPathChanged(
     * javax.swing.tree.TreePath, java.lang.Object)
     */",no,undetermined,0,9
2664,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",no,undetermined,0,9
2665,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getLineWidth()
     */",no,undetermined,0,9
2666,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no,undetermined,0,9
2667,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel#buildModelList()
     */",no,undetermined,0,9
2668,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.swing.tree.TreeModel#addTreeModelListener(javax.swing.event.TreeModelListener)
     */",no,undetermined,0,9
2669,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#isActive()
     */",no,undetermined,0,9
2670,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.rules.PerspectiveRule#getDependencies(java.lang.Object)
     */",no,undetermined,0,9
2671,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see junit.framework.TestCase#setUp()
     */",no,undetermined,0,9
2672,argouml,WITHOUT_CLASSIFICATION,"//	runTruthTest(Model.getFacade().isARelationship(o), //	        Model.getMetaTypes().getRelationship());",no,undetermined,0,9
2673,argouml,WITHOUT_CLASSIFICATION,// constructor,no,undetermined,0,9
2674,argouml,DESIGN,// TODO: There are cyclic dependencies between ActionStereotypeView* // and FigNodeModelElement.  Register these actions opaquely since // we don't what they are. - tfm,yes,undetermined,9,0
2675,argouml,IMPLEMENTATION,"// Enable it. // TODO: This by default selects all modules that are found. //       Eventually we would rather obey a default either from the //       modules themselves, from how they are found, and also //       have information on what modules are selected from the //       configuration.",yes,undetermined,8,1
2676,argouml,WITHOUT_CLASSIFICATION,// forceRepaintShadow();,no,undetermined,0,9
2677,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see GUISettingsTabInterface#handleSettingsTabSave()
     */",no,undetermined,0,9
2678,argouml,DESIGN,"/**
     * Loads the project file and opens all kinds of error message windows
     * if it doesn't work for some reason. In those cases it preserves
     * the old project.
     *
     * @param file the file to open.
     * @param showUI true if an error message may be shown to the user,
     *               false if run in commandline mode
     * @param pmw       the ProgressMonitor to be updated;
     *                          if not needed, use null
     * @return true if the file was successfully opened
     *
     * TODO: Separate this into a Swing specific class - tfm
     */",yes,undetermined,7,2
2679,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.model.ModelImplementation#getChangeableKind()
     */",no,undetermined,0,9
2680,argouml,WITHOUT_CLASSIFICATION,// if the added edge is a Create Message it will affect the position // of the ClassifierRole so it should be repositioned,no,undetermined,0,9
2681,argouml,WITHOUT_CLASSIFICATION,/* Set the drop location in the case of D&D: */,no,undetermined,0,9
2682,argouml,WITHOUT_CLASSIFICATION,// If the child component is resizable then // we don't know it's actual size yet. // It will be calculated later as a // proportion of the available left over // space.  For now this is flagged as zero.,no,undetermined,0,9
2683,argouml,WITHOUT_CLASSIFICATION,// Run through any stylesheet upgrades,no,undetermined,0,9
2684,argouml,DESIGN,// needed?,yes,undetermined,1,8
2685,argouml,WITHOUT_CLASSIFICATION,//            CmdPaste cmd = new CmdPaste(); //            cmd.doIt();,no,undetermined,0,9
2686,argouml,DESIGN,// TODO: Change to throw exception when uses are fixed //        throw new NotImplementedException(); //$NON-NLS-1$,yes,undetermined,8,1
2687,argouml,WITHOUT_CLASSIFICATION,//////////////////////////////////////////////////////////////// // instance variables,no,undetermined,0,9
2688,argouml,DESIGN,// TODO: Can we get this from the metamodel? //$NON-NLS-1$,yes,undetermined,7,2
2689,argouml,WITHOUT_CLASSIFICATION,"/* For an ellipse, we can put the box in the middle:  */",no,undetermined,1,8
2690,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLModelElementListModel2#isValidElement(java.lang.Object)
     */",no,undetermined,0,9
2691,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see javax.management.NotificationBroadcaster#getNotificationInfo()
     */",no,undetermined,0,9
2692,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.critics.Critic#initWizard(
     *         org.argouml.cognitive.ui.Wizard)
     */",no,undetermined,0,9
2693,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.FigNodeModelElement#textEditStarted(org.tigris.gef.presentation.FigText)
     */",no,undetermined,0,9
2694,argouml,WITHOUT_CLASSIFICATION,// ADiagramElementProperty delegate methods,no,undetermined,0,9
2695,argouml,WITHOUT_CLASSIFICATION,// or //      self.allConnections->forAll( //              r | self.namespace.allContents->excludes //      (r.participant) implies //      self.namespace.clientDependency->exists (d | //      d.oclIsTypeOf(Permission) and //      d.stereotype.name = 'access' and,no,undetermined,0,9
2696,argouml,WITHOUT_CLASSIFICATION,"/*
             * For a Collaboration:
             * <pre>
             * [1 ] The operation allContents results in the set of
             * all ModelElements contained in the Collaboration
             * together with those contained in the parents
             * except those that have been specialized.
             *   allContents : Set(ModelElement);
             *   allContents = self.contents->union (
             *                       self.parent.allContents->reject ( e |
             *                       self.contents.name->include (e.name) ))
             *
             *  parent here is the GeneralizableElement definition
             * </pre>
             */",no,undetermined,0,9
2697,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLExpressionModel2#setExpression(java.lang.Object)
     */",no,undetermined,0,9
2698,argouml,WITHOUT_CLASSIFICATION,// Likely a NoSuchMethodException or an IllegalAccessException loading/invoking eawt.Application methods,no,undetermined,0,9
2699,argouml,WITHOUT_CLASSIFICATION,"// Use ""aSize"" to build up the minimum size. Start with the size of the // name compartment and build up.",no,undetermined,0,9
2700,argouml,DOCUMENTATION,// TODO: - please add some javadoc - ugly classname also,yes,undetermined,9,0
2701,argouml,WITHOUT_CLASSIFICATION,"/*
     * Overridden to set Argo-specific RenderingHints to determine whether
     * or not antialiasing should be turned on.
     *
     * @see org.tigris.gef.base.Editor#paint(java.awt.Graphics)
     */",no,undetermined,0,9
2702,argouml,WITHOUT_CLASSIFICATION,// There are one or more regions so find the one that the //vertex was dropped in,no,undetermined,0,9
2703,argouml,WITHOUT_CLASSIFICATION,"// The effect will get deleted automatically by MDR, unlike the Guard.",no,undetermined,0,9
2704,argouml,DESIGN,// TODO: Needs to be tidied up after stable release. Graph model // should be created in constructor,yes,undetermined,8,1
2705,argouml,DEFECT,"// TODO: The size of text figs, which is what we care about most, // isn't computed correctly by GEF. If we got ambitious, we could // recompute a proper size ourselves.",yes,undetermined,8,1
2706,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#deleteFromModel()
     */",no,undetermined,0,9
2707,argouml,WITHOUT_CLASSIFICATION,"// TODO: assumes public, user pref for default visibility?",no,undetermined,9,0
2708,argouml,WITHOUT_CLASSIFICATION,// Set the tooltip string:,no,undetermined,0,9
2709,argouml,IMPLEMENTATION,// TODO: This work should be deferred until actually  // needed for display,yes,undetermined,9,0
2710,argouml,WITHOUT_CLASSIFICATION,/* end class WizNavigable */,no,undetermined,0,9
2711,argouml,WITHOUT_CLASSIFICATION,// increase offset by 2px at a time,no,undetermined,0,9
2712,argouml,WITHOUT_CLASSIFICATION,// Make sure there is the minimum gap above the message being drawn,no,undetermined,0,9
2713,argouml,DESIGN,// TODO: Figure out when this is getting thrown //            throw new UnsupportedOperationException();,yes,undetermined,8,1
2714,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.cognitive.Poster#getSupportedDecisions()
     */",no,undetermined,0,9
2715,argouml,WITHOUT_CLASSIFICATION,// Parse the string as if // possible,no,undetermined,0,9
2716,argouml,WITHOUT_CLASSIFICATION,// Write any left over bytes in the input buffer // (perhaps from a partially decoded character),no,undetermined,2,7
2717,argouml,WITHOUT_CLASSIFICATION,// setEnabled((Globals.clipBoard != null && // !Globals.clipBoard.isEmpty()) || // !isSystemClipBoardEmpty());,no,undetermined,0,9
2718,argouml,WITHOUT_CLASSIFICATION,// no action required,no,undetermined,0,9
2719,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see java.awt.event.ActionListener#actionPerformed(java.awt.event.ActionEvent)
     */",no,undetermined,0,9
2720,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLExpressionModel2#newExpression()
     */",no,undetermined,0,9
2721,argouml,WITHOUT_CLASSIFICATION,// pick out return type,no,undetermined,0,9
2722,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#getEnclosingFig()
     */",no,undetermined,0,9
2723,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.diagram.ui.FigEdgeModelElement#getSource()
     */",no,undetermined,0,9
2724,argouml,IMPLEMENTATION,// TODO: After removing a region reset the overall // size of the node.,yes,undetermined,9,0
2725,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.ui.UMLPlainTextDocument#setProperty(java.lang.String)
     */",no,undetermined,0,9
2726,argouml,WITHOUT_CLASSIFICATION,"// Process the listeners last to first, notifying // those that are interested in this event",no,undetermined,0,9
2727,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.ui.explorer.WeakExplorerNode#subsumes(java.lang.Object)
     */",no,undetermined,0,9
2728,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.presentation.Fig#setFillColor(java.awt.Color)
     */",no,undetermined,0,9
2729,argouml,WITHOUT_CLASSIFICATION,//TODO: AssociationRole,no,undetermined,4,5
2730,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see junit.framework.TestCase#setUp()
     */",no,undetermined,0,9
2731,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.argouml.uml.cognitive.critics.CrUML#predicate2(
     *      java.lang.Object, org.argouml.cognitive.Designer)
     */",no,undetermined,0,9
2732,argouml,WITHOUT_CLASSIFICATION,"/*
     * @see org.tigris.gef.event.ModeChangeListener#modeChange(org.tigris.gef.event.ModeChangeEvent)
     */",no,undetermined,0,9
